ReferenceArea,MEASURE,Measure,Age,Sex,UnitOfMeasure,TIME_PERIOD,OBS_VALUE
New Zealand,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2016,13.1
New Zealand,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2017,12.8
New Zealand,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2018,12.2
New Zealand,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2019,11.5
New Zealand,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2020,11.3
New Zealand,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2021,9.2
New Zealand,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2022,7.3
Norway,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2010,1123
Norway,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2011,1073
Norway,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2012,948
Norway,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2013,923
Norway,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2014,837
Norway,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2015,876
Norway,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2016,926
Norway,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2017,761
Norway,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2018,793
Norway,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2019,776
Norway,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2020,893
Norway,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2021,1115
Norway,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2022,988
Czechia,TBC,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2010,14.7
Czechia,TBC,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2011,12.3
Czechia,TBC,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2012,14
Czechia,TBC,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2013,10.9
Czechia,TBC,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2014,11.4
Czechia,TBC,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2015,11
Czechia,TBC,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2016,12.4
Czechia,TBC,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2017,12.3
Czechia,TBC,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2018,12.1
Czechia,TBC,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2019,11.2
Czechia,TBC,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2020,12.7
Czechia,TBC,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2021,10.9
Portugal,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2014,23.5
Portugal,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2019,20.2
Australia,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2010,15.3
Australia,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2013,13
Australia,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2016,12.4
Australia,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2019,11.2
Costa Rica,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2011,314.5
Costa Rica,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2012,314.7
Costa Rica,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2013,309.4
Costa Rica,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2014,244.7
Costa Rica,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2015,245.8
Costa Rica,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2016,226.6
Costa Rica,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2017,206.1
Costa Rica,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2018,200.4
Costa Rica,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2019,171.9
Costa Rica,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2020,147
Costa Rica,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2021,162.3
Costa Rica,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2022,127.7
France,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2010,33.4
France,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2012,27.9
France,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2014,37.2
France,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2016,36.7
France,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2017,32
France,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2018,31
France,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2019,31.8
France,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2020,31.7
France,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2021,28.3
Switzerland,TBC,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2012,10.6
Switzerland,TBC,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2017,10
Russia,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2016,49.5
Russia,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2017,45.9
Russia,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2018,44.7
Russia,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2019,43.2
Latvia,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2014,24.6
Latvia,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2019,22.6
South Africa,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2010,34.1
South Africa,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2015,34.5
South Africa,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2018,34.3
South Africa,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2019,34.5
South Africa,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2020,34.6
United Kingdom,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2010,23.8
United Kingdom,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2011,24.5
United Kingdom,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2012,22.6
United Kingdom,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2013,20.3
United Kingdom,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2014,20.9
United Kingdom,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2015,22.9
United Kingdom,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2016,16
United Kingdom,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2017,15.7
United Kingdom,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2018,18.4
United Kingdom,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2019,15.2
United Kingdom,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2020,14.4
United Kingdom,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2021,12.7
Brazil,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2010,12.7
Brazil,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2011,14.6
Brazil,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2012,12.5
Brazil,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2013,10.3
Brazil,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2014,9.1
Brazil,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2015,9.7
Brazil,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2016,9.4
Brazil,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2017,10.7
Brazil,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2018,8.8
Brazil,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2019,9.9
Brazil,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2020,8.4
Brazil,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2021,7.2
Canada,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2010,13.7
Canada,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2011,14
Canada,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2012,13.5
Canada,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2013,12.9
Canada,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2014,11.7
Canada,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2015,11.3
Canada,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2016,10.8
Canada,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2017,10
Canada,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2018,9.7
Canada,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2019,8.7
Canada,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2020,7.6
Canada,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2021,7.9
Mexico,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2011,5.5
Mexico,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2015,3.6
Mexico,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2016,3.1
Mexico,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2018,3.7
