ReferenceArea,MEASURE,Measure,Age,Sex,UnitOfMeasure,TIME_PERIOD,OBS_VALUE
United Kingdom,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2015,22.9
United Kingdom,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2016,16
United Kingdom,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2017,15.7
United Kingdom,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2018,18.4
United Kingdom,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2019,15.2
United Kingdom,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2020,14.4
United Kingdom,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2021,12.7
Brazil,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2010,12.7
Brazil,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2011,14.6
Brazil,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2012,12.5
Brazil,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2013,10.3
Brazil,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2014,9.1
Brazil,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2015,9.7
Brazil,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2016,9.4
Brazil,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2017,10.7
Brazil,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2018,8.8
Brazil,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2019,9.9
Brazil,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2020,8.4
Brazil,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2021,7.2
Canada,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2010,13.7
Canada,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2011,14
Canada,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2012,13.5
Canada,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2013,12.9
Canada,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2014,11.7
Canada,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2015,11.3
Canada,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2016,10.8
Canada,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2017,10
Canada,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2018,9.7
Canada,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2019,8.7
Canada,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2020,7.6
Canada,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2021,7.9
Mexico,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2011,5.5
Mexico,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2015,3.6
Mexico,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2016,3.1
Mexico,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2018,3.7
Mexico,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2020,2.9
Mexico,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2021,4.4
Greece,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2014,18.5
Greece,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2019,14.4
Latvia,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2014,25.2
Latvia,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2019,20.4
Switzerland,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2012,22.7
Switzerland,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2017,19.5
Belgium,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2013,16.4
Belgium,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2018,12.1
Czechia,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2010,29.3
Czechia,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2011,24.7
Czechia,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2012,26.3
Czechia,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2013,27.2
Czechia,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2014,26.4
Czechia,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2015,21.8
Czechia,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2016,23.8
Czechia,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2017,22.6
Czechia,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2018,24.5
Czechia,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2019,21.1
Czechia,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2020,21.2
Czechia,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2021,22
Germany,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2013,18.5
Germany,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2017,14.2
Germany,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2021,9.9
Austria,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2014,22.1
Austria,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2019,17.8
Romania,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2014,32.2
Romania,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2019,30.6
United Kingdom,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2010,23.1
United Kingdom,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2011,24.2
United Kingdom,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2012,22.2
United Kingdom,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2013,23.4
United Kingdom,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2014,23.1
United Kingdom,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2015,23.5
United Kingdom,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2016,16.6
United Kingdom,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2017,19.9
United Kingdom,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2018,23.6
United Kingdom,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2019,18.3
United Kingdom,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2020,15.2
United Kingdom,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2021,13.1
Netherlands,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2010,18.8
Netherlands,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2011,18.3
Netherlands,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2012,16.3
Netherlands,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2013,16.3
Netherlands,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2014,16.7
Netherlands,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2015,16.9
Netherlands,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2016,15.2
Netherlands,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2017,14.1
Netherlands,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2018,13.4
Netherlands,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2019,13.1
Netherlands,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2020,13.1
Netherlands,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2021,11.9
Slovak Republic,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2014,30.4
Slovak Republic,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2019,26.9
