ReferenceArea,UnitOfMeasure,Age,Sex,CANCER_SITE,CancerSite,TIME_PERIOD,OBS_VALUE
Denmark,Cases per 100 000 persons,Total,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2008,36.3
Denmark,Cases per 100 000 persons,Total,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2012,37.6
India,Cases per 100 000 persons,Total,Total,CICDTUME,Malignant neoplasms,2012,94
Estonia,Cases per 100 000 persons,Total,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2008,22.2
Estonia,Cases per 100 000 persons,Total,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2012,22.6
Costa Rica,Cases per 100 000 persons,Total,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2012,17
Belgium,Cases per 100 000 persons,Total,Total,CICDTUME,Malignant neoplasms,2000,282.2
Belgium,Cases per 100 000 persons,Total,Total,CICDTUME,Malignant neoplasms,2002,296.2
Belgium,Cases per 100 000 persons,Total,Total,CICDTUME,Malignant neoplasms,2008,309.4
Belgium,Cases per 100 000 persons,Total,Total,CICDTUME,Malignant neoplasms,2012,321.1
Germany,Cases per 100 000 persons,Total,Female,CICDTUME,Malignant neoplasms,2000,235.3
Germany,Cases per 100 000 persons,Total,Female,CICDTUME,Malignant neoplasms,2002,248.9
Germany,Cases per 100 000 persons,Total,Female,CICDTUME,Malignant neoplasms,2008,245.7
Germany,Cases per 100 000 persons,Total,Female,CICDTUME,Malignant neoplasms,2012,252.5
United Kingdom,Cases per 100 000 persons,Total,Female,CICDMNBR,Malignant neoplasms of female breast,2000,74.9
United Kingdom,Cases per 100 000 persons,Total,Female,CICDMNBR,Malignant neoplasms of female breast,2002,87.2
United Kingdom,Cases per 100 000 persons,Total,Female,CICDMNBR,Malignant neoplasms of female breast,2008,87.9
United Kingdom,Cases per 100 000 persons,Total,Female,CICDMNBR,Malignant neoplasms of female breast,2012,95
Czechia,Cases per 100 000 persons,Total,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2002,13.3
Czechia,Cases per 100 000 persons,Total,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2008,15.8
Czechia,Cases per 100 000 persons,Total,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2012,17.8
Israel,Cases per 100 000 persons,Total,Male,CICDTUME,Malignant neoplasms,2008,303.7
Israel,Cases per 100 000 persons,Total,Male,CICDTUME,Malignant neoplasms,2012,318
Australia,Cases per 100 000 persons,Total,Female,CICDCRVX,Malignant neoplasms of cervix uteri,2002,6.9
Australia,Cases per 100 000 persons,Total,Female,CICDCRVX,Malignant neoplasms of cervix uteri,2008,4.9
Australia,Cases per 100 000 persons,Total,Female,CICDCRVX,Malignant neoplasms of cervix uteri,2012,5.5
Ireland,Cases per 100 000 persons,Total,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2000,28.7
Ireland,Cases per 100 000 persons,Total,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2002,27
Ireland,Cases per 100 000 persons,Total,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2008,28.8
Ireland,Cases per 100 000 persons,Total,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2012,27.7
Luxembourg,Cases per 100 000 persons,Total,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2000,37.3
Luxembourg,Cases per 100 000 persons,Total,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2002,43.6
Luxembourg,Cases per 100 000 persons,Total,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2008,40.9
Luxembourg,Cases per 100 000 persons,Total,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2012,42.1
Türkiye,Cases per 100 000 persons,Total,Total,CICDTUME,Malignant neoplasms,2002,114.3
Türkiye,Cases per 100 000 persons,Total,Total,CICDTUME,Malignant neoplasms,2008,144.8
Türkiye,Cases per 100 000 persons,Total,Total,CICDTUME,Malignant neoplasms,2012,205.1
France,Cases per 100 000 persons,Total,Total,CICDTUME,Malignant neoplasms,2000,281.5
France,Cases per 100 000 persons,Total,Total,CICDTUME,Malignant neoplasms,2002,289.5
France,Cases per 100 000 persons,Total,Total,CICDTUME,Malignant neoplasms,2008,300.4
France,Cases per 100 000 persons,Total,Total,CICDTUME,Malignant neoplasms,2012,303.5
Spain,Cases per 100 000 persons,Total,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2000,26.5
Spain,Cases per 100 000 persons,Total,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2002,29.7
Spain,Cases per 100 000 persons,Total,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2008,30.4
Spain,Cases per 100 000 persons,Total,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2012,33.1
Indonesia,Cases per 100 000 persons,Total,Female,CICDTUME,Malignant neoplasms,2012,134.4
Australia,Cases per 100 000 persons,Total,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2002,41.7
Australia,Cases per 100 000 persons,Total,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2008,38.7
Australia,Cases per 100 000 persons,Total,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2012,38.4
Japan,Cases per 100 000 persons,Total,Total,CICDTUME,Malignant neoplasms,2002,214.5
Japan,Cases per 100 000 persons,Total,Total,CICDTUME,Malignant neoplasms,2008,201.1
Japan,Cases per 100 000 persons,Total,Total,CICDTUME,Malignant neoplasms,2012,217.1
Israel,Cases per 100 000 persons,Total,Female,CICDCRVX,Malignant neoplasms of cervix uteri,2008,5.6
Israel,Cases per 100 000 persons,Total,Female,CICDCRVX,Malignant neoplasms of cervix uteri,2012,4.6
Ireland,Cases per 100 000 persons,Total,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2000,18.7
Ireland,Cases per 100 000 persons,Total,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2002,19.7
Ireland,Cases per 100 000 persons,Total,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2008,24.4
Ireland,Cases per 100 000 persons,Total,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2012,27.4
Norway,Cases per 100 000 persons,Total,Female,CICDMNBR,Malignant neoplasms of female breast,2002,74.8
Norway,Cases per 100 000 persons,Total,Female,CICDMNBR,Malignant neoplasms of female breast,2008,76.2
Norway,Cases per 100 000 persons,Total,Female,CICDMNBR,Malignant neoplasms of female breast,2012,73.1
Czechia,Cases per 100 000 persons,Total,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2002,45.3
Czechia,Cases per 100 000 persons,Total,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2008,43
Czechia,Cases per 100 000 persons,Total,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2012,38.9
Iceland,Cases per 100 000 persons,Total,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2002,30
Iceland,Cases per 100 000 persons,Total,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2008,28.2
Iceland,Cases per 100 000 persons,Total,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2012,29.8
Switzerland,Cases per 100 000 persons,Total,Male,CICDTUME,Malignant neoplasms,2000,283.4
Switzerland,Cases per 100 000 persons,Total,Male,CICDTUME,Malignant neoplasms,2002,329.1
Switzerland,Cases per 100 000 persons,Total,Male,CICDTUME,Malignant neoplasms,2008,313.2
Switzerland,Cases per 100 000 persons,Total,Male,CICDTUME,Malignant neoplasms,2012,337.9
France,Cases per 100 000 persons,Total,Female,CICDTUME,Malignant neoplasms,2000,220.3
France,Cases per 100 000 persons,Total,Female,CICDTUME,Malignant neoplasms,2002,237.2
France,Cases per 100 000 persons,Total,Female,CICDTUME,Malignant neoplasms,2008,254.9
France,Cases per 100 000 persons,Total,Female,CICDTUME,Malignant neoplasms,2012,261.9
Japan,Cases per 100 000 persons,Total,Female,CICDMNBR,Malignant neoplasms of female breast,2002,32.7
Japan,Cases per 100 000 persons,Total,Female,CICDMNBR,Malignant neoplasms of female breast,2008,42.7
Japan,Cases per 100 000 persons,Total,Female,CICDMNBR,Malignant neoplasms of female breast,2012,51.5
Mexico,Cases per 100 000 persons,Total,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2002,6.7
Mexico,Cases per 100 000 persons,Total,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2008,5.4
Mexico,Cases per 100 000 persons,Total,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2012,4.9
Sweden,Cases per 100 000 persons,Total,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2000,24.6
Sweden,Cases per 100 000 persons,Total,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2002,26.2
Sweden,Cases per 100 000 persons,Total,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2008,26
Sweden,Cases per 100 000 persons,Total,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2012,26.5
Russia,Cases per 100 000 persons,Total,Female,CICDMNBR,Malignant neoplasms of female breast,2012,45.6
Finland,Cases per 100 000 persons,Total,Total,CICDTUME,Malignant neoplasms,2000,241
Finland,Cases per 100 000 persons,Total,Total,CICDTUME,Malignant neoplasms,2002,246
Finland,Cases per 100 000 persons,Total,Total,CICDTUME,Malignant neoplasms,2008,250.1
Finland,Cases per 100 000 persons,Total,Total,CICDTUME,Malignant neoplasms,2012,256.8
India,Cases per 100 000 persons,Total,Female,CICDMNBR,Malignant neoplasms of female breast,2012,25.8
Canada,Cases per 100 000 persons,Total,Female,CICDMNBR,Malignant neoplasms of female breast,2002,84.3
Canada,Cases per 100 000 persons,Total,Female,CICDMNBR,Malignant neoplasms of female breast,2008,83.2
Canada,Cases per 100 000 persons,Total,Female,CICDMNBR,Malignant neoplasms of female breast,2012,79.8
China,Cases per 100 000 persons,Total,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2012,52.8
Hungary,Cases per 100 000 persons,Total,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2002,59.8
Hungary,Cases per 100 000 persons,Total,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2008,49.8
Hungary,Cases per 100 000 persons,Total,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2012,51.6
Colombia,Cases per 100 000 persons,Total,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2012,15.9
Poland,Cases per 100 000 persons,Total,Female,CICDTUME,Malignant neoplasms,2002,210.3
Poland,Cases per 100 000 persons,Total,Female,CICDTUME,Malignant neoplasms,2008,186
Poland,Cases per 100 000 persons,Total,Female,CICDTUME,Malignant neoplasms,2012,205.6
Slovenia,Cases per 100 000 persons,Total,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2008,31.5
Slovenia,Cases per 100 000 persons,Total,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2012,33.9
Iceland,Cases per 100 000 persons,Total,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2002,30
Iceland,Cases per 100 000 persons,Total,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2008,27.8
Iceland,Cases per 100 000 persons,Total,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2012,28.9
Sweden,Cases per 100 000 persons,Total,Male,CICDMNPR,Malignant neoplasms of prostate,2000,70
Sweden,Cases per 100 000 persons,Total,Male,CICDMNPR,Malignant neoplasms of prostate,2002,90.9
Sweden,Cases per 100 000 persons,Total,Male,CICDMNPR,Malignant neoplasms of prostate,2008,114.2
Sweden,Cases per 100 000 persons,Total,Male,CICDMNPR,Malignant neoplasms of prostate,2012,119
Mexico,Cases per 100 000 persons,Total,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2002,7.5
Mexico,Cases per 100 000 persons,Total,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2008,6.5
Mexico,Cases per 100 000 persons,Total,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2012,7.8
Brazil,Cases per 100 000 persons,Total,Male,CICDMNPR,Malignant neoplasms of prostate,2012,76.2
Austria,Cases per 100 000 persons,Total,Male,CICDTUME,Malignant neoplasms,2000,281.9
Austria,Cases per 100 000 persons,Total,Male,CICDTUME,Malignant neoplasms,2002,312.9
Austria,Cases per 100 000 persons,Total,Male,CICDTUME,Malignant neoplasms,2008,293.5
Austria,Cases per 100 000 persons,Total,Male,CICDTUME,Malignant neoplasms,2012,295.2
Norway,Cases per 100 000 persons,Total,Total,CICDTUME,Malignant neoplasms,2002,286
Norway,Cases per 100 000 persons,Total,Total,CICDTUME,Malignant neoplasms,2008,297.9
Norway,Cases per 100 000 persons,Total,Total,CICDTUME,Malignant neoplasms,2012,318.3
Slovenia,Cases per 100 000 persons,Total,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2008,49.5
Slovenia,Cases per 100 000 persons,Total,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2012,49.7
Israel,Cases per 100 000 persons,Total,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2008,36.3
Israel,Cases per 100 000 persons,Total,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2012,30.3
Spain,Cases per 100 000 persons,Total,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2000,4
Spain,Cases per 100 000 persons,Total,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2002,5.4
Spain,Cases per 100 000 persons,Total,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2008,7.7
Spain,Cases per 100 000 persons,Total,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2012,11.3
South Africa,Cases per 100 000 persons,Total,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2012,11.2
South Africa,Cases per 100 000 persons,Total,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2012,11.9
Czechia,Cases per 100 000 persons,Total,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2002,39.7
Czechia,Cases per 100 000 persons,Total,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2008,32.1
Czechia,Cases per 100 000 persons,Total,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2012,32.5
France,Cases per 100 000 persons,Total,Female,CICDMNBR,Malignant neoplasms of female breast,2000,83.2
France,Cases per 100 000 persons,Total,Female,CICDMNBR,Malignant neoplasms of female breast,2002,91.9
France,Cases per 100 000 persons,Total,Female,CICDMNBR,Malignant neoplasms of female breast,2008,99.7
France,Cases per 100 000 persons,Total,Female,CICDMNBR,Malignant neoplasms of female breast,2012,89.7
Norway,Cases per 100 000 persons,Total,Female,CICDTUME,Malignant neoplasms,2002,260.5
Norway,Cases per 100 000 persons,Total,Female,CICDTUME,Malignant neoplasms,2008,265.7
Norway,Cases per 100 000 persons,Total,Female,CICDTUME,Malignant neoplasms,2012,277.1
Brazil,Cases per 100 000 persons,Total,Female,CICDCRVX,Malignant neoplasms of cervix uteri,2012,16.3
Netherlands,Cases per 100 000 persons,Total,Female,CICDCRVX,Malignant neoplasms of cervix uteri,2000,7.3
Netherlands,Cases per 100 000 persons,Total,Female,CICDCRVX,Malignant neoplasms of cervix uteri,2002,7.3
Netherlands,Cases per 100 000 persons,Total,Female,CICDCRVX,Malignant neoplasms of cervix uteri,2008,5.4
Netherlands,Cases per 100 000 persons,Total,Female,CICDCRVX,Malignant neoplasms of cervix uteri,2012,6.8
Spain,Cases per 100 000 persons,Total,Female,CICDCRVX,Malignant neoplasms of cervix uteri,2000,7.2
Spain,Cases per 100 000 persons,Total,Female,CICDCRVX,Malignant neoplasms of cervix uteri,2002,7.6
Spain,Cases per 100 000 persons,Total,Female,CICDCRVX,Malignant neoplasms of cervix uteri,2008,6.3
Spain,Cases per 100 000 persons,Total,Female,CICDCRVX,Malignant neoplasms of cervix uteri,2012,7.8
Luxembourg,Cases per 100 000 persons,Total,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2000,12.2
Luxembourg,Cases per 100 000 persons,Total,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2002,13.6
Luxembourg,Cases per 100 000 persons,Total,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2008,18.2
Luxembourg,Cases per 100 000 persons,Total,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2012,18.5
Australia,Cases per 100 000 persons,Total,Male,CICDMNPR,Malignant neoplasms of prostate,2002,76
Australia,Cases per 100 000 persons,Total,Male,CICDMNPR,Malignant neoplasms of prostate,2008,105
Australia,Cases per 100 000 persons,Total,Male,CICDMNPR,Malignant neoplasms of prostate,2012,115.2
Sweden,Cases per 100 000 persons,Total,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2000,28.8
Sweden,Cases per 100 000 persons,Total,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2002,29.8
Sweden,Cases per 100 000 persons,Total,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2008,28.5
Sweden,Cases per 100 000 persons,Total,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2012,29.2
Netherlands,Cases per 100 000 persons,Total,Male,CICDMNPR,Malignant neoplasms of prostate,2000,55.9
Netherlands,Cases per 100 000 persons,Total,Male,CICDMNPR,Malignant neoplasms of prostate,2002,56.7
Netherlands,Cases per 100 000 persons,Total,Male,CICDMNPR,Malignant neoplasms of prostate,2008,73.4
Netherlands,Cases per 100 000 persons,Total,Male,CICDMNPR,Malignant neoplasms of prostate,2012,83.4
Greece,Cases per 100 000 persons,Total,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2000,55.8
Greece,Cases per 100 000 persons,Total,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2002,58
Greece,Cases per 100 000 persons,Total,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2008,52.9
Greece,Cases per 100 000 persons,Total,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2012,50.9
Sweden,Cases per 100 000 persons,Total,Female,CICDCRVX,Malignant neoplasms of cervix uteri,2000,9.4
Sweden,Cases per 100 000 persons,Total,Female,CICDCRVX,Malignant neoplasms of cervix uteri,2002,8.2
Sweden,Cases per 100 000 persons,Total,Female,CICDCRVX,Malignant neoplasms of cervix uteri,2008,7.4
Sweden,Cases per 100 000 persons,Total,Female,CICDCRVX,Malignant neoplasms of cervix uteri,2012,7.4
Canada,Cases per 100 000 persons,Total,Total,CICDTUME,Malignant neoplasms,2002,299.9
Canada,Cases per 100 000 persons,Total,Total,CICDTUME,Malignant neoplasms,2008,296.6
Canada,Cases per 100 000 persons,Total,Total,CICDTUME,Malignant neoplasms,2012,295.7
Estonia,Cases per 100 000 persons,Total,Male,CICDTUME,Malignant neoplasms,2008,285.2
Estonia,Cases per 100 000 persons,Total,Male,CICDTUME,Malignant neoplasms,2012,321.9
Indonesia,Cases per 100 000 persons,Total,Female,CICDMNBR,Malignant neoplasms of female breast,2012,40.3
Japan,Cases per 100 000 persons,Total,Female,CICDTUME,Malignant neoplasms,2002,167.4
Japan,Cases per 100 000 persons,Total,Female,CICDTUME,Malignant neoplasms,2008,167.6
Japan,Cases per 100 000 persons,Total,Female,CICDTUME,Malignant neoplasms,2012,185.7
Korea,Cases per 100 000 persons,Total,Female,CICDTUME,Malignant neoplasms,2002,155.3
Korea,Cases per 100 000 persons,Total,Female,CICDTUME,Malignant neoplasms,2008,234.4
Korea,Cases per 100 000 persons,Total,Female,CICDTUME,Malignant neoplasms,2012,293.6
Latvia,Cases per 100 000 persons,Total,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2012,23.7
Slovak Republic,Cases per 100 000 persons,Total,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2002,27.4
Slovak Republic,Cases per 100 000 persons,Total,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2008,29.2
Slovak Republic,Cases per 100 000 persons,Total,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2012,29.3
Türkiye,Cases per 100 000 persons,Total,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2002,5.3
Türkiye,Cases per 100 000 persons,Total,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2008,5.2
Türkiye,Cases per 100 000 persons,Total,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2012,8.8
Chile,Cases per 100 000 persons,Total,Male,CICDTUME,Malignant neoplasms,2008,203
Chile,Cases per 100 000 persons,Total,Male,CICDTUME,Malignant neoplasms,2012,195.3
Slovenia,Cases per 100 000 persons,Total,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2008,16.7
Slovenia,Cases per 100 000 persons,Total,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2012,17.5
Brazil,Cases per 100 000 persons,Total,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2012,15.8
Denmark,Cases per 100 000 persons,Total,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2000,30.5
Denmark,Cases per 100 000 persons,Total,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2002,33
Denmark,Cases per 100 000 persons,Total,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2008,35.2
Denmark,Cases per 100 000 persons,Total,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2012,35.7
South Africa,Cases per 100 000 persons,Total,Total,CICDTUME,Malignant neoplasms,2012,187.1
New Zealand,Cases per 100 000 persons,Total,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2002,28.9
New Zealand,Cases per 100 000 persons,Total,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2008,26.1
New Zealand,Cases per 100 000 persons,Total,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2012,25.9
Netherlands,Cases per 100 000 persons,Total,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2000,36
Netherlands,Cases per 100 000 persons,Total,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2002,35.9
Netherlands,Cases per 100 000 persons,Total,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2008,36.6
Netherlands,Cases per 100 000 persons,Total,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2012,40.2
